0	0
0.04	3.5
0.1	5
0.2	7.6
0.3	10
0.4	12.07
0.5	14.08
0.6	16
0.7	17.75
0.8	19.42
0.9	21.05
1	22.64
1.1	24.16
1.2	25.76
1.3	27.98
1.35	29.66
1.4	32.05
1.45	35.33
1.5	40.06
1.55	47.17
1.6	58.35
1.65	77.19
1.7	107
1.74	160
1.77	270
